開催回,開催日,第1数字,第2数字,第3数字,第4数字,第5数字,ボーナス数字,1等口数,1等賞金,2等口数,2等賞金,3等口数,3等賞金,4等口数,4等賞金
954,2017-12-19,11,16,21,23,25,18,19,7857100,64,167500,1606,11500,45913,1000
955,2017-12-26,9,12,17,21,30,28,12,13043900,75,149900,2019,9600,49537,1000
956,2018-01-09,6,15,18,22,29,31,34,4740900,82,141200,2425,8200,55501,900
957,2018-01-16,2,15,26,29,31,3,6,24966700,79,136200,1362,13600,40932,1100
958,2018-01-23,3,10,15,17,19,20,11,13050100,41,251500,1528,11600,44348,1000
959,2018-01-30,2,3,9,14,19,15,14,10635900,53,201800,1882,9800,52351,900
960,2018-02-06,2,3,5,16,20,9,16,9235900,78,136100,1610,11400,46989,1000
961,2018-02-13,2,11,18,20,29,3,12,11653600,72,139500,1650,10500,44224,1000
962,2018-02-20,3,10,15,18,25,27,14,10564800,77,137900,2295,8000,53809,800
963,2018-02-27,4,7,17,21,28,10,21,7128200,93,115600,2621,7100,55730,800
964,2018-03-06,16,19,27,28,30,12,13,11301700,59,178900,1294,14100,39950,1100
965,2018-03-13,7,13,15,19,28,23,10,14405000,88,117600,1881,9500,46002,1000
966,2018-03-20,1,11,25,26,27,30,10,14329400,59,174400,1328,13400,39499,1100
967,2018-03-27,4,7,11,14,31,2,10,14385100,87,118700,2158,8200,50947,900
968,2018-04-03,1,5,10,20,24,3,11,13011700,73,140800,1634,10900,45238,1000
969,2018-04-10,1,4,18,24,27,6,11,12973900,77,133100,1536,11500,43490,1000
970,2018-04-17,2,4,19,27,28,7,20,7333600,126,83600,1978,9200,51738,900
971,2018-04-24,7,17,18,20,24,13,5,28779600,58,178200,1570,11400,43806,1000
972,2018-05-01,13,19,21,22,27,14,9,15894200,75,137000,1601,11100,43481,1000
973,2018-05-08,1,7,12,13,31,30,13,10898300,77,132100,1520,11600,42570,1000
974,2018-05-15,10,18,21,24,27,30,4,35806600,67,153500,1674,10600,44576,1000
975,2018-05-22,10,18,19,28,29,16,8,18231200,33,317500,1460,12400,41078,1100
976,2018-05-29,2,4,15,16,19,8,7,21427200,72,149600,1520,12200,45956,1000
977,2018-06-05,9,17,21,22,23,5,7,21213400,100,106600,1750,10500,47696,1000
978,2018-06-12,1,8,20,26,28,7,2,40000000,49,1582400,1386,13200,40499,1100
979,2018-06-19,1,10,23,25,28,12,2,40000000,63,1341300,1307,14600,40811,1200
980,2018-06-26,8,24,27,30,31,16,12,13016500,80,140200,1704,11400,50315,1000
981,2018-07-03,10,11,19,28,30,22,17,8847200,108,100000,1971,9500,53359,900
982,2018-07-10,5,8,20,22,27,24,15,9896900,49,217600,1932,9500,48965,900
983,2018-07-17,6,10,12,15,23,25,19,7528900,97,105900,1935,9200,49190,900
984,2018-07-24,2,4,5,16,27,14,13,10996700,72,142600,1912,9300,51345,900
985,2018-07-31,5,11,16,17,26,3,9,16245300,78,134600,1625,11200,45783,1000
986,2018-08-07,1,21,22,25,27,28,6,24112000,38,273500,1303,13800,39046,1200
987,2018-08-14,6,13,15,17,21,22,6,22599700,52,187300,1453,11600,38768,1100
988,2018-08-21,1,9,11,14,21,28,14,10715000,71,151700,1689,11000,46888,1000
989,2018-08-28,2,7,10,16,30,24,19,7937200,123,88000,1832,10200,49450,900
990,2018-09-04,3,9,17,23,25,13,40,3498700,102,98500,2663,6500,54874,800
991,2018-09-11,1,3,9,15,30,6,10,14608000,76,138000,2060,8800,49184,900
992,2018-09-18,1,14,17,20,31,24,13,11195000,44,237600,1213,14900,35793,1300
993,2018-09-25,1,4,24,29,30,10,8,18112700,58,179400,1274,14100,40754,1100
994,2018-10-02,7,8,19,27,31,26,12,12005300,62,166900,2064,8600,48955,900
995,2018-10-09,1,5,14,21,30,12,11,12669100,44,227500,1623,10600,43543,1000
996,2018-10-16,9,19,20,22,26,7,8,18389100,67,157700,1337,13600,39758,1200
997,2018-10-23,1,3,8,11,14,16,15,9783200,64,164700,1896,9600,52889,900
998,2018-10-30,1,7,19,20,25,27,13,11533000,71,151700,2002,9300,46263,1000
999,2018-11-06,6,17,18,20,29,26,9,16569900,56,191300,1689,10900,44377,1000
1000,2018-11-13,3,8,14,18,26,7,22,6796300,91,118000,2307,8000,50803,900
1001,2018-11-20,5,12,16,22,27,18,18,8161700,71,148600,2371,7700,52500,900
1002,2018-11-27,2,9,11,20,27,5,27,5512100,113,94600,2516,7300,56459,800
1003,2018-12-04,11,14,15,22,29,10,20,7485100,71,151400,2007,9200,51339,900
1004,2018-12-11,1,18,22,27,30,20,13,11354400,61,173800,1733,10600,47728,1000
1005,2018-12-18,5,13,18,26,31,11,49,3133300,68,162200,2215,8600,48005,1000
1006,2018-12-25,10,15,19,23,26,6,16,9896800,101,112600,1662,11800,47549,1000
1007,2019-01-08,2,10,11,25,31,17,28,6009200,75,161100,2217,9400,56470,900
1008,2019-01-15,3,4,22,26,27,11,5,29891900,94,114200,1762,10500,50773,900
1009,2019-01-22,2,8,17,23,27,4,21,7248000,100,109300,2134,8800,52637,900
1010,2019-01-29,10,17,20,21,30,15,9,17087200,48,230100,1597,11900,42664,1100
1011,2019-02-05,9,16,21,30,31,27,8,19187700,51,216200,1591,12000,43437,1100
1012,2019-02-12,1,13,18,26,29,8,16,9116400,101,103700,1975,9100,44054,1000
1013,2019-02-19,1,6,11,19,28,8,16,9402400,123,87800,2465,7500,56378,800
1014,2019-02-26,4,17,19,20,25,5,10,15455500,74,150000,1596,12000,44579,1100
1015,2019-03-05,3,5,6,20,25,27,11,13932700,70,157200,1570,12100,50229,900
1016,2019-03-12,5,21,23,25,27,22,5,30605000,48,229000,1562,12100,45992,1000
1017,2019-03-19,9,16,21,23,24,8,15,10211800,59,186500,1626,11700,45488,1000
1018,2019-03-26,13,16,23,27,29,15,4,37942900,42,259600,1434,13100,43156,1100
1019,2019-04-02,5,6,16,23,24,3,21,7325500,88,125500,2007,9500,50914,900
1020,2019-04-09,3,12,17,24,30,31,28,5419100,73,149300,2256,8300,54038,900
1021,2019-04-16,13,19,23,25,29,8,12,13091900,85,132700,1539,12700,45483,1100
1022,2019-04-23,5,13,24,27,29,22,20,7703800,74,149500,2463,7700,54032,900
1023,2019-04-30,2,12,22,23,26,25,16,9189700,58,182100,1806,10100,45801,1000
1024,2019-05-07,4,11,12,23,28,3,17,8619600,102,103200,2469,7300,56168,800
1025,2019-05-14,3,4,13,19,23,18,6,24847800,60,178500,2112,8700,53847,900
1026,2019-05-21,3,14,15,22,26,1,18,8252800,74,144200,2090,8800,50284,900
1027,2019-05-28,5,6,17,21,27,19,18,8300500,88,121900,2398,7700,55944,800
1028,2019-06-04,2,3,8,16,27,17,15,10052800,86,125900,2369,7900,58138,800
1029,2019-06-11,3,4,9,11,29,5,18,8287400,97,110400,2562,7200,61647,700
1030,2019-06-18,21,24,26,27,28,22,12,12925900,78,142800,1191,16200,36679,1300
1031,2019-06-25,5,8,17,21,23,15,26,5961500,71,156800,2481,7700,57264,800
1032,2019-07-02,1,9,14,21,26,29,9,17196200,78,142500,1724,11100,43939,1100
1033,2019-07-09,2,12,14,24,31,22,17,8972200,69,158800,1512,12500,44630,1100
1034,2019-07-16,12,22,27,28,29,10,8,18487900,48,221300,1375,13300,43244,1100
1035,2019-07-23,3,8,11,16,31,26,16,9247600,97,109500,2178,8400,55219,800
1036,2019-07-30,7,14,16,23,28,9,20,7329300,93,113200,2263,8000,49639,900
1037,2019-08-06,7,19,23,24,27,17,12,12012100,74,139900,1843,9700,50667,900
1038,2019-08-13,2,5,21,23,30,8,7,19465200,59,165900,1450,11600,43271,1000
1039,2019-08-20,4,19,22,24,30,12,9,16371600,66,160300,1486,12300,45104,1000
1040,2019-08-27,7,10,13,25,27,30,13,11660300,68,160100,1911,9800,50923,900
1041,2019-09-03,3,9,14,15,27,31,30,5111700,134,82200,3371,5600,63279,700
1042,2019-09-10,11,12,19,23,28,7,19,7833600,136,78600,2134,8600,54432,800
1043,2019-09-17,7,9,23,24,25,30,7,20638100,55,188700,1798,10000,49749,900
1044,2019-09-24,12,19,27,28,30,1,23,6293500,53,196200,1843,9700,47834,900
1045,2019-10-01,3,5,7,10,18,16,22,6722500,78,136200,2276,8000,53933,800
1046,2019-10-08,16,23,24,28,29,12,12,12091300,62,168100,1469,12200,46772,1000
1047,2019-10-15,8,12,19,25,26,9,19,7527300,88,116700,2106,8400,50487,900
1048,2019-10-22,1,8,11,19,23,12,18,7942800,92,111600,1934,9200,50243,900
1049,2019-10-29,2,16,21,26,31,27,9,16406500,45,235700,1289,14200,38533,1200
1050,2019-11-05,2,15,19,23,28,10,16,9282300,83,128500,2165,8500,51323,900
1051,2019-11-12,7,11,12,21,22,5,19,7839100,126,84900,2079,8900,52300,900
1052,2019-11-19,4,8,9,14,26,5,14,10341600,59,176200,1761,10200,48794,900
1053,2019-11-26,2,3,13,16,23,14,19,7684700,56,187300,2108,8600,53194,800
1054,2019-12-03,2,19,25,26,31,22,10,14934100,44,243800,1541,12000,42021,1100
1055,2019-12-10,1,5,18,19,21,9,10,15085000,65,166700,1614,11600,44771,1000
1056,2019-12-17,3,12,14,21,25,10,78,2001000,70,160100,2167,8900,52882,900
1057,2019-12-24,9,13,21,23,26,1,13,12342200,71,162300,1735,11500,50611,1000
1058,2020-01-07,2,16,19,24,27,20,49,3451000,95,127800,3234,6500,66435,800
1059,2020-01-14,2,11,13,16,18,3,7,21912000,60,183600,1537,12400,46907,1000
1060,2020-01-21,19,23,24,28,31,11,14,11259300,71,159400,1837,10600,51051,1000
1061,2020-01-28,5,10,19,23,28,9,32,4963500,103,110700,2480,7900,59622,800
1062,2020-02-04,14,18,23,29,31,17,14,11341700,39,292400,1531,12900,43562,1100
1063,2020-02-11,10,18,20,26,27,25,7,21236900,63,169500,1345,13700,40425,1100
1064,2020-02-18,1,5,8,28,29,7,12,13004000,62,180800,1623,11900,47892,1000
1065,2020-02-25,8,11,14,16,31,10,13,11880600,45,246500,1543,12400,45050,1100
1066,2020-03-03,15,17,20,22,23,21,12,12993200,43,260500,1464,13200,42864,1100
1067,2020-03-10,2,10,13,15,28,26,10,15201300,87,125500,1820,10300,48403,1000
1068,2020-03-17,2,3,20,24,31,9,13,11948300,70,159400,1539,12500,46404,1000
1069,2020-03-24,1,3,9,14,25,20,14,11007000,71,155900,2159,8800,53875,900
1070,2020-03-31,7,9,11,27,31,21,21,7345200,67,165300,1943,9800,51916,900
1071,2020-04-07,2,3,4,27,31,7,24,6406100,69,160000,1608,11900,48881,1000
1072,2020-04-14,3,4,10,12,13,31,12,11276800,55,176700,1670,10000,45168,900
1073,2020-04-21,2,13,21,24,30,14,3,40000000,58,366900,1512,10800,40045,1000
1074,2020-04-28,15,18,20,22,27,21,6,19353000,46,181300,1213,11900,33222,1100
1075,2020-05-05,4,11,13,16,31,6,10,10611700,50,152400,1135,11600,33385,1000
1076,2020-05-12,5,7,11,22,26,15,14,8805400,75,118000,1893,8100,44325,900
1077,2020-05-19,3,17,19,25,31,4,12,11265800,54,179800,1648,10200,42816,1000
1078,2020-05-26,3,10,16,17,25,24,17,8781000,85,126100,1738,10600,46839,1000
1079,2020-06-02,2,6,14,16,26,4,19,8123100,103,107600,1970,9700,50539,900
1080,2020-06-09,4,5,13,19,21,14,13,11939000,53,210300,1895,10100,49785,1000
1081,2020-06-16,2,3,4,24,25,8,21,7677200,88,131600,2263,8800,58053,900
1082,2020-06-23,1,2,14,19,29,5,15,11038300,63,188800,1562,13100,47209,1100
1083,2020-06-30,1,3,19,26,29,5,11,14782500,72,162200,1699,11900,47316,1100
1084,2020-07-07,11,19,28,29,31,2,10,16393900,89,132300,1783,11400,51241,1000
1085,2020-07-14,9,10,16,17,28,13,13,12553700,69,169900,1872,10800,50999,1000
1086,2020-07-21,2,18,19,28,30,16,14,11632600,61,191800,1960,10300,54230,900
1087,2020-07-28,1,3,4,9,16,28,10,15969100,88,130300,2313,8500,56871,900
1088,2020-08-04,2,8,14,17,26,4,27,5914500,101,113500,2688,7300,56893,900
1089,2020-08-11,3,13,18,19,22,29,15,10228600,74,148900,1819,10500,53091,900
1090,2020-08-18,4,12,15,22,25,10,15,10657600,63,182300,1890,10500,51803,1000
1091,2020-08-25,1,14,25,29,31,30,10,16273700,41,285100,1436,14100,44259,1100
1092,2020-09-01,9,13,14,19,22,25,18,9041500,65,179800,1942,10400,54119,900
1093,2020-09-08,2,12,17,23,30,8,17,9421800,105,109500,2037,9700,53411,900
1094,2020-09-15,3,5,8,14,22,21,19,8423100,74,155300,2780,7100,62172,800
1095,2020-09-22,4,10,16,21,24,6,20,7502200,93,115900,2117,8800,51353,900
1096,2020-09-29,1,2,12,20,22,8,12,13244400,68,167900,1761,11200,46435,1100
1097,2020-10-06,5,12,18,19,24,16,21,7519100,102,111200,2308,8500,54897,900
1098,2020-10-13,3,13,17,28,31,19,15,10384800,90,124300,2213,8700,55943,900
1099,2020-10-20,1,3,5,14,23,15,17,9340100,72,158400,2302,8500,57081,900
1100,2020-10-27,13,18,19,25,27,16,12,13185500,61,186300,1919,10200,51629,900
1101,2020-11-03,1,8,10,12,29,13,11,14094600,66,168700,2001,9600,50817,900
1102,2020-11-10,8,13,20,26,29,6,17,9283800,70,161900,1607,12200,43863,1100
1103,2020-11-17,1,6,7,21,31,18,10,15875700,50,228100,1569,12500,45522,1100
1104,2020-11-24,7,16,20,23,28,6,8,19111300,50,219600,1851,10200,44849,1100
1105,2020-12-01,4,11,16,21,26,9,25,6393900,99,115900,1821,10900,48628,1000
1106,2020-12-08,2,18,21,25,30,19,16,9816500,57,197900,1762,11000,46965,1000
1107,2020-12-15,7,10,16,18,29,5,15,10839600,66,176900,1712,11800,47820,1100
1108,2020-12-22,6,10,14,17,19,27,11,14890700,63,186700,1760,11500,48744,1000
1109,2020-12-29,7,15,17,26,27,8,16,10902000,75,167000,1979,10900,53903,1000
1110,2021-01-05,2,7,19,23,28,3,31,4633300,186,55400,2831,6300,56113,800
1111,2021-01-12,2,3,4,13,31,29,27,5747800,69,161500,2517,7600,56365,800
1112,2021-01-19,5,6,8,13,25,29,12,13432000,106,109200,2131,9400,55946,900
1113,2021-01-26,19,20,21,26,27,12,14,11518100,59,196300,1387,14400,42920,1200
1114,2021-02-02,7,18,21,25,26,12,16,10215300,100,117400,2084,9700,51318,1000
1115,2021-02-09,2,4,6,11,29,20,25,6514100,81,144400,2269,8900,59009,800
1116,2021-02-16,7,24,25,27,29,10,7,24007300,45,268200,1596,13100,49992,1000
1117,2021-02-23,4,13,22,27,30,19,14,11621600,118,99000,1999,10100,50044,1000
1118,2021-03-02,8,13,16,27,29,11,18,9251300,66,181200,2288,9000,54657,900
1119,2021-03-09,9,10,12,17,18,14,10,16530400,80,148400,1874,10900,51748,1000
1120,2021-03-16,2,10,11,17,31,26,22,7456700,91,129500,2263,9000,56884,900
1121,2021-03-23,13,19,21,24,25,16,13,12460500,72,161600,1902,10600,52556,1000
1122,2021-03-30,8,9,14,25,28,11,13,12813700,88,135900,1976,10400,52681,1000
1123,2021-04-06,7,17,26,28,29,24,12,14166000,57,214200,1841,11400,53622,1000
1124,2021-04-13,3,4,6,8,27,12,9,17882100,79,146300,2107,9500,61671,800
1125,2021-04-20,2,6,10,14,21,18,13,12916500,87,138600,2031,10200,53299,1000
1126,2021-04-27,6,8,20,30,31,25,10,16783500,58,207800,1526,13600,45249,1200
1127,2021-05-04,8,22,24,27,28,16,15,10405200,85,131900,1626,11900,48712,1000
1128,2021-05-11,4,7,13,24,30,2,12,13423000,95,121800,2056,9700,53295,900
1129,2021-05-18,5,9,16,29,30,12,27,5838500,110,102900,1876,10400,50409,1000
1130,2021-05-25,5,6,8,25,26,11,14,11387900,108,106000,2182,9000,56162,900
1131,2021-06-01,6,8,11,24,29,23,15,10713600,105,109900,2771,7200,63136,800
1132,2021-06-08,3,4,14,15,18,5,12,13059000,57,197500,1560,12500,47966,1000
1133,2021-06-15,14,17,23,28,30,7,17,10427900,89,143000,1953,11300,51871,1100
1134,2021-06-22,6,13,20,23,28,21,14,12157100,78,156700,1885,11200,49379,1100
1135,2021-06-29,7,19,21,23,28,24,19,8999100,89,138000,2606,8100,58054,900
1136,2021-07-06,11,15,20,22,23,4,11,15440200,82,148800,1771,11900,48715,1100
1137,2021-07-13,7,8,21,25,31,14,8,20626500,79,150000,1773,11500,52896,1000
1138,2021-07-20,14,20,23,28,29,27,10,16293400,42,278700,2045,9900,51377,1000
1139,2021-07-27,12,16,17,24,31,22,16,10096300,50,232100,1739,11500,48162,1000
1140,2021-08-03,7,11,17,19,28,25,18,8932400,111,104000,2448,8100,59660,800
1141,2021-08-10,9,12,17,18,27,22,13,11911000,69,161200,1966,9800,52495,900
1142,2021-08-17,11,23,25,29,30,18,13,13383900,53,235800,1684,12800,53180,1000
1143,2021-08-24,3,4,16,19,27,23,27,6536500,141,89900,2501,8700,60839,900
1144,2021-08-31,4,11,14,21,30,27,12,14938600,86,149700,1990,11200,55520,1000
1145,2021-09-07,11,14,20,28,31,12,15,11958100,85,151600,2009,11100,56774,1000
1146,2021-09-14,4,5,11,29,30,24,20,8773900,72,175000,2571,8400,62879,900
1147,2021-09-21,6,8,23,27,29,21,22,7872300,104,119600,2842,7500,65376,800
1148,2021-09-28,1,3,6,15,19,10,13,13657900,89,143300,1767,12500,53134,1000
1149,2021-10-05,5,12,14,15,20,7,10,17310200,64,194300,1557,13800,47146,1100
1150,2021-10-12,1,10,13,27,29,14,17,9949000,70,173500,1684,12500,49882,1100
1151,2021-10-19,14,18,21,30,31,9,7,24345000,71,172400,1540,13700,47665,1100
1152,2021-10-26,2,12,14,23,27,21,20,8522900,91,134500,2405,8800,62070,800
1153,2021-11-02,17,25,27,29,30,15,10,17157800,93,132500,1585,13400,51396,1000
1154,2021-11-09,9,10,12,21,24,27,16,10500100,70,172400,2087,10000,52983,1000
1155,2021-11-16,1,9,13,16,19,18,32,5298700,41,297100,1603,13100,45928,1200
1156,2021-11-23,1,3,14,27,30,7,11,14665200,93,124600,2221,9000,56211,900
1157,2021-11-30,2,6,7,13,30,17,14,11975200,69,174500,1825,11400,52625,1000
1158,2021-12-07,1,14,23,25,26,29,10,16795300,49,246200,1485,14000,45129,1200
1159,2021-12-14,11,12,14,18,31,6,4,40000000,66,292700,1710,12100,51704,1000
1160,2021-12-21,7,19,22,24,31,21,13,13510700,54,233600,2011,10800,53107,1000
1161,2021-12-28,3,9,13,17,24,29,23,7869700,146,89000,2613,8600,64292,900
1162,2022-01-04,2,21,23,24,29,11,17,8449800,91,113400,1620,11000,46475,1000
1163,2022-01-11,2,9,11,22,29,3,63,2948800,174,76700,3615,6300,72873,800
1164,2022-01-18,4,9,19,26,31,25,14,12513100,76,165500,1917,11300,52925,1000
1165,2022-01-25,5,13,16,27,31,24,12,14776300,128,99500,2289,9600,57827,900
1166,2022-02-01,6,11,14,17,25,24,32,5627200,123,105100,3246,6900,69778,800
1167,2022-02-08,2,14,21,27,30,23,36,4847200,142,88200,3288,6600,67181,800
1168,2022-02-15,5,13,14,24,31,2,12,14563100,125,100400,2261,9600,58120,900
1169,2022-02-22,1,7,9,21,27,13,20,8914500,93,137700,2195,10100,59767,900
1170,2022-03-01,2,16,18,20,28,29,10,17659700,50,253700,1732,12600,49618,1100
1171,2022-03-08,1,3,6,16,23,31,33,5304200,95,132300,2029,10700,54355,1000
1172,2022-03-15,11,24,26,28,29,22,8,21837300,74,169600,1632,13300,53586,1000
1173,2022-03-22,3,4,13,16,27,9,28,5926500,116,102700,2708,7600,60332,800
1174,2022-03-29,5,6,21,29,30,27,13,14017800,90,145400,2133,10600,58241,1000
1175,2022-04-05,1,7,15,16,29,2,13,13399000,63,198600,1969,11000,52590,1000
1176,2022-04-12,1,12,20,27,29,17,10,17110400,52,236300,1581,13400,47513,1100
1177,2022-04-19,3,10,16,21,30,7,19,9097400,87,142700,2238,9600,54326,1000
1178,2022-04-26,1,5,9,13,22,31,7,24472900,85,144700,2079,10200,55768,1000
1179,2022-05-03,18,19,20,25,30,27,7,23567700,50,237000,1319,15500,40788,1300
1180,2022-05-10,13,15,16,26,29,27,27,6269300,91,133600,1823,11500,51706,1000
1181,2022-05-17,2,9,13,16,22,15,22,7636200,47,256700,2276,9100,56381,900
1182,2022-05-24,7,10,20,22,28,21,9,18384100,69,172200,1681,12200,47520,1100
1183,2022-05-31,3,7,9,14,15,23,16,10548500,109,111200,2242,9300,59050,900
1184,2022-06-07,5,8,12,19,27,15,57,2908100,99,120200,3363,6100,66839,800
1185,2022-06-14,1,14,16,17,22,4,19,8687100,57,208000,1518,13500,46749,1100
1186,2022-06-21,9,13,15,24,28,17,20,8371300,89,135100,2129,9700,56344,900
1187,2022-06-28,3,5,6,11,23,16,19,8651200,89,132600,2794,7300,67811,700
1188,2022-07-05,2,25,26,29,31,6,14,11778900,61,194200,1920,10600,49889,1000
1189,2022-07-12,6,7,16,17,22,9,12,13370900,72,160000,1710,11600,51328,1000
1190,2022-07-19,3,20,23,24,28,29,9,17421200,47,239600,1592,12200,46822,1000
1191,2022-07-26,11,16,20,25,26,7,3,40000000,66,761000,1428,13800,41459,1200
1192,2022-08-02,4,10,11,22,31,28,16,10144100,96,121400,2353,8500,55583,900
1193,2022-08-09,1,4,8,11,20,15,15,10481600,66,171100,1989,9800,49219,1000
1194,2022-08-16,3,5,7,18,20,30,16,9978300,68,168600,2059,9600,52405,900
1195,2022-08-23,3,10,11,13,14,4,11,15079700,92,129500,1747,11800,53032,1000
1196,2022-08-30,1,5,17,19,23,26,22,7559600,96,124400,1942,10600,52136,1000
1197,2022-09-06,7,9,17,26,27,24,10,16695400,74,162000,2097,9900,53745,1000
1198,2022-09-13,10,11,17,30,31,1,23,7243500,134,89300,2189,9400,53955,1000
1199,2022-09-20,6,13,19,23,28,10,18,8748900,78,145000,2473,7900,53773,900
1200,2022-09-27,2,16,18,22,24,4,19,8488300,95,121900,2199,9100,55211,900
1201,2022-10-04,1,2,16,23,30,8,16,10221700,92,127700,2064,9800,48041,1100
1202,2022-10-11,4,5,15,27,30,12,15,10497900,89,127100,1739,11200,49039,1000
1203,2022-10-18,4,7,8,12,19,23,18,9031100,125,93400,2572,7800,60703,800
1204,2022-10-25,5,10,12,18,20,4,19,8543900,51,228600,1868,10800,52354,1000
1205,2022-11-01,11,12,16,24,28,20,19,8665000,76,155600,2453,8300,57828,900
1206,2022-11-08,7,9,12,14,30,19,15,11155300,78,154100,1976,10500,55731,900
1207,2022-11-15,2,8,14,25,28,7,22,7509200,115,103200,2495,8200,56104,900
1208,2022-11-22,5,10,15,16,27,26,21,7784300,80,146800,2282,8900,57110,900
1209,2022-11-29,12,14,17,27,28,29,14,11440500,63,182600,1886,10500,52071,1000
1210,2022-12-06,14,26,27,30,31,10,14,11633300,80,146200,1641,12300,47365,1100
1211,2022-12-13,4,8,16,25,26,12,25,6595700,141,84000,2301,8900,55884,900
1212,2022-12-20,14,19,23,30,31,26,14,11965900,57,211100,1791,11600,48387,1100
1213,2022-12-27,17,21,23,25,26,6,8,21753300,70,178600,1425,15200,45377,1200
1214,2023-01-10,5,9,10,19,26,2,22,8762100,83,166800,2239,10700,60851,1000
1215,2023-01-17,1,2,3,5,20,6,12,14095300,119,102100,2655,7900,52623,1000
1216,2023-01-24,10,12,18,25,28,13,12,13678000,69,170800,1852,11000,51016,1000
1217,2023-01-31,8,10,14,20,25,30,16,10427500,67,178800,1877,11000,50008,1000
1218,2023-02-07,1,3,4,7,11,16,38,4498800,85,144400,3026,7000,68417,800
1219,2023-02-14,9,10,13,21,29,11,12,13498600,68,171100,1950,10300,51344,1000
1220,2023-02-21,2,5,11,12,30,16,26,6357400,111,106900,2906,7000,69529,700
1221,2023-02-28,4,11,13,21,26,19,23,7226200,101,118200,2000,10300,52111,1000
1222,2023-03-07,4,18,23,26,28,7,15,11177000,62,194200,1682,12400,48030,1100
1223,2023-03-14,1,11,21,26,31,25,30,5362800,88,131300,2747,7200,46445,1100
1224,2023-03-21,1,5,8,11,22,14,27,6332900,74,166000,2696,7800,64549,800
1225,2023-03-28,1,7,15,29,31,19,17,9503500,55,211000,1861,10800,46592,1100
1226,2023-04-04,2,5,13,18,21,4,16,10211900,84,139700,2205,9200,53785,900
1227,2023-04-11,1,5,11,20,26,14,32,5034200,109,106100,4073,4900,64603,800
1228,2023-04-18,1,4,18,19,26,22,12,13997700,70,172300,2184,9500,56686,900
1229,2023-04-25,1,5,7,12,27,26,21,7891900,99,120200,2673,7700,63918,800
1230,2023-05-02,4,18,21,22,23,28,10,16895400,86,141100,1707,12300,49953,1100
1231,2023-05-09,1,14,20,21,31,5,16,10109100,87,133500,1726,11600,45837,1100
1232,2023-05-16,4,5,17,27,29,6,18,9049100,88,132900,2083,9700,54270,900
1233,2023-05-23,3,8,17,19,23,22,24,6570900,84,134800,2419,8100,57628,800
1234,2023-05-30,4,14,15,27,28,22,27,5847800,80,141700,1978,9900,50903,1000
1235,2023-06-06,8,12,17,22,28,5,12,13407000,133,86900,1970,10100,52327,1000
1236,2023-06-13,1,18,19,30,31,29,12,13032400,53,211900,1668,11600,44679,1100
1237,2023-06-20,2,9,10,25,31,18,14,11521300,94,123200,1838,10900,48832,1000
1238,2023-06-27,13,16,19,21,25,29,10,16172800,66,176000,1692,11900,44941,1100
1239,2023-07-04,7,9,11,18,30,1,25,6505800,109,107200,2336,8600,58781,900
1240,2023-07-11,13,15,20,27,30,6,7,22829200,81,141700,1372,14500,42297,1200
1241,2023-07-18,1,2,3,7,27,11,20,7709000,124,89300,2008,9500,54457,900
1242,2023-07-25,5,7,18,19,27,29,15,10421700,78,143900,2603,7400,61077,800
1243,2023-08-01,2,4,13,15,20,24,8,19592300,68,165500,1561,12500,44516,1100
1244,2023-08-08,2,6,9,11,19,22,24,6581500,116,97800,2662,7300,60313,800
1245,2023-08-15,10,11,16,29,30,19,15,9906500,58,184000,1865,9900,47981,1000
1246,2023-08-22,16,17,20,21,28,18,3,40000000,42,1143400,1474,13200,42165,1200
1247,2023-08-29,9,15,23,26,30,19,16,10082000,71,163200,1682,11900,47273,1100
1248,2023-09-05,2,4,5,14,25,24,14,11624900,128,91300,1972,10200,56297,900
1249,2023-09-12,7,9,11,14,21,27,22,7177800,102,111200,2200,8900,57308,800
1250,2023-09-19,2,12,13,19,23,27,10,15493300,95,117100,1897,10100,53637,900
1251,2023-09-26,3,4,5,30,31,17,26,6117200,66,173100,1696,11600,49820,1000
1252,2023-10-03,1,4,11,25,30,10,23,6966500,104,110600,2946,6700,58681,800
1253,2023-10-10,1,11,17,19,25,28,17,8898300,83,130900,1772,10600,50069,900
1254,2023-10-17,1,5,12,17,28,14,25,6557400,70,168200,2587,7800,58893,900
1255,2023-10-24,2,3,4,17,23,12,13,12054800,102,110300,2197,8800,56954,800
1256,2023-10-31,7,8,14,19,21,23,20,7891400,102,111100,2180,9000,55216,900
1257,2023-11-07,8,13,19,22,24,21,16,10097900,66,175800,1832,10900,50260,1000
1258,2023-11-14,3,6,12,19,30,13,25,6260100,62,181300,2336,8300,54661,900
1259,2023-11-21,1,13,17,18,22,25,8,19362900,65,171200,1570,12200,43922,1100
1260,2023-11-28,2,4,14,21,29,12,6,26352100,85,133600,2094,9400,54322,900
1261,2023-12-05,19,21,25,29,31,7,10,16214300,64,182000,1284,15700,41327,1200
1262,2023-12-12,11,16,18,19,29,31,10,16134000,60,193100,1772,11300,50061,1000
1263,2023-12-19,1,2,15,25,28,5,11,15404900,88,138300,1640,12800,47720,1100
1264,2023-12-26,2,7,10,22,27,24,22,7801600,84,146700,2516,8400,58064,900
1265,2024-01-09,8,9,11,15,31,17,12,14843900,72,177700,2185,10100,56888,1000
1266,2024-01-16,1,16,22,23,31,18,9,18389400,57,208500,1654,12400,46580,1100
